,Joke,Rating,category,Mood
583,How Many ADHD kids does it take to change a light bulb? 1:Let's go ride our bikes! 2:Hey look! A squirrel.,0.75,Lightbulb,fun
584,"Q: How many colorguard girls does it take to change a lightbulb? A: Five, one to call the colorguard forward and four to take it down with a ceremony.",0.7269498819252476,Lightbulb,enthusiasm
585,"Q. How many telemarketers does it take to change a light bulb? A. Only one, but he has to do it while you're eating dinner.",0.6558611011249014,Lightbulb,surprise
586,How many mice does it take to screw in a light bulb? Two (think about it),0.651477061695233,Lightbulb,surprise
587,"How many blondes does it take to screw in a lightbulb? Zero: For all blondes know, the lightbulb is still burning bright.",0.8403,Lightbulb,surprise
588,What did the baby lightbulb say to his mother? I wuv you watts and watts!,0.6574855138780549,Lightbulb,surprise
589,"Q: How many politicians does it take to change a lightbulb? A: Four, one to change it and the other three to deny it.",0.5657981194357853,Lightbulb,worry
590,"How many republicans does it take to screw in a lightbulb? None, they only screw the poor.",0.5033049612060189,Lightbulb,hate
591,"Q. How many ADD kids does it take to change a light bulb? A. Hey, let's go ride bikes!",0.75,Lightbulb,fun
592,How many Wocka users does it take to change a lightbulb? A: All of 'em. One to hold the lightbulb and the rest to argue if this is funny or not.,0.782,Lightbulb,surprise
593,Q. how long does it take for a man to change a lightbulb? A. 5 mins. 20 secs. 1 min to get a lightbulb 1 min to try and change it 1 min to swear because he can't do it 1 min to find a woman 20 secs. for her to change it 1 min for him to cry and gripe about it.,0.5261412468076683,Lightbulb,worry
594,Q: How many philosophers does it take to change a lightbulb? A: 3. One to change it and the other two to argue whether the lightbulb really exists.,0.5692141229496337,Lightbulb,neutral
595,Q: How many art directors does it take to change a lightbulb? A: Does it have to be a lightbulb?,0.6568579528480768,Lightbulb,surprise
596,"How many men does it take to screw in a lightbulb? A: One, men will screw anything.",0.6005240528622642,Lightbulb,surprise
597,"how many flies does it take to screw in a lightbulb? 2, but I don't know how they got in there!",0.6532232675179839,Lightbulb,surprise
598,"How many snobby girls does it take to change a lightbulb? All of them, they try, break a nail, and come crying home.",0.4750979725059704,Lightbulb,hate
599,Q: How many consultants does it take to change a lightbulb? A: I'll have an estimate for you a week from Monday.,0.75,Lightbulb,enthusiasm
600,"How many ventriloquists does it take to change a light bulb? Two - one to change the light bulb, and one to holg ge gottong og ge lagger.",0.6759930628351867,Lightbulb,surprise
601,"How many men does it take to screw in a lightbulb? One, but it takes a certified electrician to make it work.",0.7371,Lightbulb,surprise
602,How many presidents does it take to change a lightbulb? None. They'll only promise change.,0.689725,Lightbulb,neutral
603,"How many Microsoft Employees does it take to screw in a lightbulb? None, they'll just make darkness the new industry standard!",0.649925,Lightbulb,surprise
604,"How many gay people does it take to screw in a lightbulb? 8, one to screw it in, and seven to stand back and say ""Fabulous!""",0.68215,Lightbulb,enthusiasm
605,Q: How many lead guitarists does it take to screw in a light bulb? A: One. The guitarist holds the bulb and the world revolves around him!,0.6223716362515465,Lightbulb,enthusiasm
606,"Q: how many men does it take to screw in a light bulb A: 3, one to screw in the light bulb an 2 to listen to him brag about the ""srewing"" part",0.6017069242090918,Lightbulb,fun
607,Q: How many academics does it take to change a lightbulb? A: None. That is what their students are for.,0.669568892067764,Lightbulb,surprise
608,"Q: How many law professors does it take to change a lightbulb? A: Hell, you need 250 just to lobby for the research grant.",0.5594748426109553,Lightbulb,surprise
609,How many worms does it take to screw in a light bulb? What kind of an idiot thinks worms can screw in light bulbs?!,0.4777707284981851,Lightbulb,surprise
610,Why did the lightbulb fail his test? He wasnt bright enough!,0.56625,Lightbulb,surprise
611,How many wizards does it take to change a lightbulb? None. Wizards don't use lightbulbs!,0.6603377891471609,Lightbulb,surprise
612,"How many scientists does it take to screw in a lightbulb??? None, they will just have there robot do it.",0.6027316892329604,Lightbulb,surprise
613,Q: How many FBI agents does it take to change a light bulb? A: I'm afraid that you are not able to receive this classified information.,0.6502844971866579,Lightbulb,worry
614,How many paranoids does it take to screw in a lightbulb? What exactly do you mean by that?,0.5222241756483912,Lightbulb,surprise
615,"Q: How many managers does it take to change a light bulb? A: We've formed a task force to study the problem of why light bulbs burn out and to figure out what, exactly, we as supervisors can do to make the bulbs work smarter, not harder.",0.7693,Lightbulb,surprise
616,How many Dominicans does it take to screw in a lightbulb? Two. Dominican one to hold the bulb and Dominican two to turn Dominican one,0.6304174615943804,Lightbulb,neutral
617,How many feminists does it take to screw in a lightbulb? Sixteen. One to screw it in and fifteen to form a support group.,0.7311267065864988,Lightbulb,hate
618,"Why does it take 3 women with PMS to change a lightbulb? BECAUSE IT JUST DOES, OK!!!!",0.75,Lightbulb,surprise
619,"How many country singers does it take to screw in a light bulb? 1 to screw it in, and 3 to write a song about it.",0.6016672961483244,Lightbulb,surprise
620,"Q. How many car salesmen does it take to change a light bulb? A. I'm just going to work this out on my calculator, and I think you're going to be pleasantly surprised.",0.9031,Lightbulb,fun
621,How many Dyslexics does it take to change a Lit Blub?,0.6600431679747999,Lightbulb,worry
622,"How many scientists does it take to screw in a lightbulb? None. With all the technology that they have, its a wonder that they still use lightbulbs.",0.724325,Lightbulb,surprise
623,How many Hubluzas does it take to screw in a lightbulb? There is no lightbulb!,0.5470529152886942,Lightbulb,surprise
624,How many lawyers does it take to screw in a lightbulb? None. They like to keep their clients in the dark!,0.5462506285139359,Lightbulb,surprise
625,How many electricians does it take to change a lightbulb? One I hope.,0.8601,Lightbulb,neutral
626,How many Existentialists does it take to change a light bulb? What light bulb?,0.75,Lightbulb,surprise
627,How many rich people does it take to screw in a lightbulb? None. They hire people to do it for them.,0.873475,Lightbulb,hate
628,"How many amoebas does it take to change a light bulb? 1. No, 2, no, 4, no, 8, no, 16, 32, 64, 128 . . .",0.488624262432754,Lightbulb,worry
629,What bird represents freedom ?The EagleWhat bird represents peace ?The DoveWhat bird represents true love ?The Swallow,0.4,Love & Romance,love
630,"If your dog is barking at the back door and your wife is yelling at the front door, who do you let in first? The dog of course. At least he'll shut up after you let him in.",0.8,Marriage,neutral
631,"A married couple is sleeping when the phone rings at 3 a.m. The wife picks up the phone and, after a few seconds, replies,""How am I supposed to know? We're 200 miles inland!""and hangs up. Her husband rolls over and asks,""Sweetheart, who was that?"" ""I don't know,some idiot asking if the coast is clear.""",0.8,Marriage,worry
632,"As a old man was driving down the freeway, his car phone rang.Answering, he heard his wife's voice urgently warning him,""Herman, I just heard on the news that there's a car going the wrong way on Route 280. Please be careful!""""It's not just one car,"" said Herman, ""It's hundreds of them!""",0.534,Marriage,worry
633,"A man comes home to find his wife packing her suitcase. He says ""Honey, what are you doing"". She says, ""I'm leaving you, I want a divorce.""The husband says, ""But why, what's wrong?""The wife says, ""I just found out that you are a pedophile""The husband says, ""Whoa, that's an awful big word for a 10-year old.""",0.4,Marriage,worry
634,"When met by a long procession of people led by a man with a dog, Joe asked the man: ""Who died?""""My Mother in law.""""How?"" Joe asked.""The dog bit her.""""Can I borrow the dog?""""Get in line.""",0.4,Marriage,love
635,"Veronica: Nurse, I am losing my hair! Nurse: Okay, what size paper bag do you need?",0.5972590030149092,Medical,worry
636,Why did the chicken pox cross the road? He was afraid if he stayed he would be spotted.,0.6503910855884897,Medical,worry
637,"Doctor, Doctor! I have a virus that makes my left hand constantly butter toast. How can I stop it spreading?",0.8291,Medical,worry
638,"I may be schizophrenic, but at least I have each other",0.6603420458268374,Medical,love
639,"Mary went to the doctor complaining of body odor.""Do you wash?"" the doctor asked the smelly young girl.""Oh, yes,"" Mary answered. ""Each morning, I start at my head andwash down as far as possible. Then I start at my feet and I washup as far as possible.""""Well,"" the doctor concluded, ""Go home and wash 'possible'!!!""",0.2,Medical,happiness
640,"A man went to the hospital with a sprained ankle. The doctor said, ""Don't worry, you'll be walking in no time."" He was. The doctor stole his car.",0.6652510386087,Medical,worry
641,"A girl went to a dentist to have her teeth filled. The dentist asked, ""What kind of fillings do you want? White or silver?"" The girl replied, ""Chocolate fillings.""",0.7683647700194269,Medical,fun
642,"""You have a very rare and extremely contagious condition,"" the doctor told his patient. ""We're going to put you in an isolation unit, where you'll be on a diet of pancakes and pizza."" ""Will pancakes and pizza cure my condition?"" ""No,"" replied the doctor. ""They're the only things we can slip under the door.""",0.58525,Medical,worry
643,"A man speaks frantically into the phone, ""My wife is pregnant, and her contractions are only two minutes apart!"" ""Is this her first child?"" the doctor queries. ""No, you idiot!"" the man shouts. ""This is her husband!""",0.5251113567685708,Medical,worry
644,Roses are red Violets are blue I'm schizophrenic And so am I!,0.6594183506211266,Medical,love
645,"Two friends, who haven't met for a couple of years, are catching up with each other's news. One says, ""And then the doctor said he'd have me back on my feet in a fortnight!"" His pal says, ""Well, did he?"" ""He sure did, I had to sell my car to pay him!""",0.9005657280471175,Medical,love
646,"In pharmacology, all drugs have generic names: Tylenol is acetaminophen, Advil is ibuprofen, & so on. The FDA has been looking for a generic name for Viagra and announced today that they have settled on mycoxafailin. Also considered were mycoxafloppin, mydixadrupin and mydixarizin.",0.75,Medical,neutral
647,"Over a round of golf, two doctors were talking shop. ""I operated on Mr. Lee the other day,"" said the surgeon. ""What for?"" asked his colleague. ""About $17,000."" ""What did he have?"" ""Oh... About $17,000.""",0.6579310485511087,Medical,happiness
648,"Patient: Doctor, doctor, I know a person who is an owl. Doctor: Who? Patient: Now I know two. Doctor: ""Did you take the patient's temperature?"" Nurse: ""No. Is it missing?""",0.6511329223518261,Medical,neutral
649,"Patient: Doctor, what I need is something to stir me up; something to put me in a fighting mood. Did you put something like that in this prescription? Doctor: No need for that. You will find that in your bill.",0.5766799514987506,Medical,worry
650,Psychiatrist: What's your problem? Patient: I think I'm a chicken. Psychiatrist: How long has this been going on? Patient: Ever since I was an egg!,0.5300258427768946,Medical,worry
651,"A patient wakes up after having surgery to remove a gangrenous leg. Doctor: ""I have good news and bad news."" Patient: ""What's the bad news?"" Doctor: ""The bad news is that we amputated the wrong leg."" Patient: ""That's terrible! What's the good news?"" Doctor: ""We think the other leg is going to make it alright.""",0.522275,Medical,worry
652,Announcement: the Mental-Illness-of-the-Month Club is being disbanded immediately. The reasons being:,1.0,Medical,worry
653,"""How can you stand it?"" the young psychiatrist asked the old psychiatrist. ""Day in, day out, year in, year out, listening, listening, listening!"" ""Who listens?""",0.6843297845683992,Medical,neutral
654,"My therapist told me the way to achieve true inner peace is to finish what I start. So far today, I have finished two bags of chips and a chocolate cake. I feel better already.",0.962025,Medical,relief
655,Doctor doctor! I keep thinking I'm invisible! WHO SAID THAT?!?!?,0.6561509484890848,Medical,surprise
656,"While making rounds, a doctor points out an X-ray to a group of first year medical students. ""As you can see,"" she says, ""the patient limps because his left fibula and tibia are radically arched. Michael, what would you do in a case like this?"" ""Well,"" ponders the student, ""I suppose I'd limp too.""",0.7539137701570988,Medical,worry
657,"A couple visit a sex therapist, who asked the wife, ""What's your main complaint about your sex life? She replied, ""My husband suffers from premature ejaculation."" The therapist asked the husband, ""Is this true?"" He replied, ""Well, not exactly, I don't suffer. She does.""",0.4651089984329417,Medical,worry
658,"Guy goes to see his doctor - ""Doctor, please help me, I've got kleptomania bad!"" ""OK, take these pills, one a day, but if they've not worked in a month, could you get me an LCD telly?""",0.854975,Medical,happiness
659,"A guy walks into a doctor's office. He has a sausage coming out of his ear, a waffle coming out of his nose, and bacon coming out of his other ear. He says worriedly, ""Doc, what's wrong with me?"" The doctor replies, ""You're not eating properly.""",0.4697707124425564,Medical,worry
660,"I read right the way through a medical dictionary, and found that the only thing in it I DON'T have is hypochondria!",0.6823439319385216,Medical,surprise
661,How does boodler reproduce? By Fucking Battery's fat-Shit-and-cum filled ass,0.5216318242589011,Medical,hate
662,"A man was having a serious surgical operation. When he woke up, he asked his doctor, ""Did it go well?"" ""It went perfectly."" ""Then why do I have this headache?"" ""Oh, that. Halfway through the operation, we ran out of anesthetic.""",0.708,Medical,relief
663,"Patient: Doctor doctor, J keep seeing doubles! Doctor: Please take a seat. Patient: Which one?",0.84505,Medical,neutral
664,"On the first day of her vacation, a woman fell and broke her leg. As the doctor examined her, she moaned, ""Why couldn't this have happened on my last day of skiing?"" He looked up. ""This IS your last day of skiing.""",0.5284648126518354,Medical,worry
665,"Patient: ""My hair keeps falling out. What can you give me to keep it in?"" Doctor: ""A shoebox!""",0.5978096845081076,Medical,hate
666,"A man awoke in a hospital bed after a complicated operation, and found that the curtains were drawn around him. ""Why are the curtains closed?"" he said. ""Is it night?"" A nurse replied, ""No, it's just that there is a fire across the street, and we didn't want you waking up and thinking that the operation was unsuccessful.""",0.5426265658427961,Medical,worry
667,"A man walks into a doctor's office. He says, ""Doctor, doctor, you've got to help me! My elbow keeps coming untied. . . my belly button is out of order. . . I can't open my chest. . . I'm losing the leaves in my palm. . . somebody threw my waist in the trash. . . and my foot is only eleven inches!""",0.6960050068082289,Medical,worry
668,Whats the difference between a good egg and a good fart? You can't beat a good fart!,0.95995,Medical,surprise
669,"A little old man shuffled slowly into an ice cream parlor and pulled himself slowly, painfully, up onto a stool. After catching his breath, he ordered a banana split. The waitress asked kindly, ""Crushed nuts?"" ""No,"" he replied, ""Arthritis.""",0.6353,Medical,worry
670,"""Doctor doctor! I feel like a pack of cards!"" ""I'll deal with you later!""",0.880725,Medical,enthusiasm
671,"Q - Why do women have nipples? A - Because, if they didn't, boobs would be pointless",0.6548583685362246,Medical,hate
672,"A man is recovering from surgery when a nurse asks him how he is feeling. ""I'm O.K. but I didn't like the four-letter-word the doctor used in surgery,"" he answered. ""What did he say?"" asked the nurse. ""OOPS!""",0.6491750000000001,Medical,worry
673,"Heard over the hospital public address system: Due to a mix up in Urology, no apple juice will be served this morning.",0.57916100770724,Medical,worry
674,"A man walks into a dentist's and says, ""Can you help me? I think I'm a moth."" The dentist says, ""You need a psychiatrist, mate."" The man says, ""Yes, I know."" The dentist replies, ""Well, why have you come in here?"" ""Your light was on!""",0.8004893797539174,Medical,worry
675,Michael Jackson was announced that he is the proud father of a baby boy. He asked his wife's doctor how soon after the birth could he have sex. The doctor told him he should wait until the kid is at least 12 or 13 years old.,0.9,Medical,happiness
676,".......""Doctor, I have an ear ache.""",0.8,Medical,sadness
677,"My doctor says I have insomnia, but I'm not going to lose any sleep over it.",0.7643918986751232,Medical,worry
678,"It is proven that the celebration of birthdays is healthy. Statistics show that those people who celebrate the most birthdays become the oldest. - S. den Hartog, Ph D. Thesis Universtity of Groningen.",0.93765,Medical,happiness
679,Hello! Welcome to the Psychiatric Hotline!,1.0,Medical,enthusiasm
680,"1.Doctor, Doctor! My son swallowed a pen, what should I do? Use a pencil instead! 2.Doctor, Doctor! I think I'm getting shorter! You'll just have to be a little patient. 3.Doctor, Doctor! I'm invisible! I'm sorry, sir, I can't see you right now.",0.5684415780181065,Medical,worry
681,"""Doctor, Doctor! My friend has only 59 seconds to live."" ""Don't worry, I'll be there in a minute.""",0.92735,Medical,relief
682,"Doctor: ""Stop worrying so much. Forget your troubles. Throw yourself into your work."" Patient: ""But, Doc, I mix paint for a living!""",0.4478420225130394,Medical,enthusiasm
683,"PATIENT: ""Doctor can you help me? It's my hearing. I can't even hear myself cough."" DOCTOR: ""Okay, have this prescription filled."" PATIENT: ""Oh, will it improve my hearing?"" DOCTOR: ""No, but it will help you cough better.""",0.9431,Medical,love
684,"Some people have friends who are dwarfs, not me I have a friend who is a midget dwarf. He is the guy who poses for the sport trophys",0.6985331859681756,Medical,fun
685,"A man went into his shrink's office and says, ""Doc, you have got to help me! Every night I keep dreaming that I'm a sports car. ""The other night I dreamed I was a Ferrari. Another night I dreamed I was a BMW. Last night I dreamed I was a Porsche. What does this mean?"" ""Relax,"" says the doctor; ""you're just having an auto-body experience.""",0.768328212736547,Medical,worry
686,"Viagra now available in liquid form. FDA officials today announced the release of the wonder drug Viagra in a new, easy-to-take liquid form. It is sold under the name ""Mydixadrill."" Now when men come home from work in the evening, they can pour themselves a stiff one.",0.7140931823058054,Medical,happiness
687,"In a recent FDA study, the United States government doctors who were conducting studies on test drugs administered weekly doses of VIAGRA to an equal number of doctors and lawyers. While the majority of the doctors achieved enhanced sexual prowess, the lawyers simply grew taller. The researchers are at a loss to explain the phenomenon.",0.800575,Medical,worry
688,"Doctor: I regret to tell you that you have a brain tumor. Mr. Bean: Yesss!!! (jumps in joy) Doctor: Did you understand what I just told you? Mr. Bean: Yes of course, do you think I'm dumb? Doctor: Then why are you so happy? Mr. Bean: Because that proves that I have a brain!",0.5812301378214731,Medical,happiness
689,"""Doctor! I have a serious pronblem, I can never remember what I just said."" ""When did you first notice this problem?"" ""What problem?""",0.6071091526446863,Medical,surprise
690,"As the storm raged, the captain realized his ship was sinking fast. He called out, ""Anyone here know how to pray?"" One man stepped forward. ""Aye, Captain, I know how to pray."" ""Good,"" said the captain, ""you pray while the rest of us put on our life jackets - we're one short.""",0.8,Military,enthusiasm
691,"This is a transcript of an ACTUAL radio communication between a U.S. NAVY ship and Canadian authorities off the cost of Newfoundland, October 1995. Radio log released by the Chief of Naval Operations 10/10/95: WILL BE UNDERTAKEN TO ENSURE THE SAFETY OF THIS SHIP.",1.0,Military,neutral
692,There is a lot of talk about the United Nations creating a combined strike force with troops from several nations included in it. Could it work? Let's take a look at one operation. A combined force beach landing on a tropical island. When the troops hit the beach...,0.6000000000000001,Military,enthusiasm
693,"There is a black man , and australian aborigine and a samoan in a car.Who is driving ???---- Police officer",1.0,Military,neutral
694,"Michael Jackson was on a cruise with 100 Boy Scouts when the ship hit an iceberg and started to sink. The captain announced, ""Everyone abandon ship! We're going down!"" Michael asked, ""What about the children?"" The captain replied, ""Screw the children!"" Michael looked around eagerly and asked, ""Do we have time?""",0.6000000000000001,Military,surprise
695,Did you hear about the accident at the army base? A jeep ran over a box of popcorn & killed 2 colonels,1.0,Military,surprise
696,These are actual lines out of OER (Officer Efficiency Report) performance appraisal for the military.,0.6000000000000001,Military,relief
697,Q: Why are the Spice Girls on the pill?A: So they can figure out what day it is.Q: What do you call a fly buzzing around inside a Spice Girl's head?A: space invader.Q: What do you call a Spice Girl with half a brain?A: Gifted.Q: What do you see if you look into a Spice Girl's eyes?A: The back of her head.,1.0,Miscellaneous,fun
698,"In Light of recent years bringing us high profile ,celebrity involved murder cases, namely O.J. and now Robert Blake.Hertz rental car is now offering a cut rate on the Chevy BARRETTA!",0.6000000000000001,Miscellaneous,surprise
699,"Q: What happens when you take a Packard Bell, Windows 95, a grenade and put them together?A: A typical upgrade.",1.0,Miscellaneous,neutral
700,"A grasshopper walks into a bar and walks up to the bar. The bartender says ""hey, we have a drink named after you!"" ""Really?"" asks the grasshopper, ""You have a drink named Steve?""",0.5,Miscellaneous,happiness
701,"Professor Papp, turning to woman: Can you believe that the trustees named someone so ugly to be our new dean?Woman: I beg your pardon!Do you know who I am?I'm that ugly man's wife!Professor Papp: And do you know who I am?Woman: No, I haven't had the ""pleasure. ""Professor: Good, then my job's still safe.",0.6000000000000001,Miscellaneous,love
702,What do you call a woman who has lost 95% of her intelligence? Divorced.,1.0,Miscellaneous,hate
703,You know your church is a redneck church if baptism is referred to as Branding.,0.4,Miscellaneous,hate
704,;/C;/C;/C/DOS.;/C/DOS/RUN.RUN/DOS/RUN>,0.8,Miscellaneous,sadness
705,"A lady took her Poodle to the parlor for a haircut. When she asked what it would cost, the girl behind the counter told her ""$60.""The lady was outraged: ""I only pay 50 bucks for my own haircut!""""But you don't bite, do you?"" the girl replied.",1.0,Miscellaneous,worry
706,"Joe: When I would wear my hand-me-downs to school, all of the boys would make fun of me. Moe: What did you do?Joe: I hit them over the head with my purse.",0.6000000000000001,Miscellaneous,hate
707,What if there were no hypothetical questions?Why does the word 'monosyllabic' have so many syllables?,0.4,Miscellaneous,worry
708,"If a man is talking in the woods, and there is no woman there to hear him, is he still wrong?",0.4,Miscellaneous,worry
709,Why couldn't Spock flush the toilet?Because of the Captains Log.,0.8,Miscellaneous,surprise
710,"Teacher: Why are you late?Webster: Because of the sign.Teacher: What sign?Webster: The one that says, ""School Ahead, Go Slow.""",0.4,Miscellaneous,worry
711,"""What's wrong with your husband?"" the psychiatrist asked.""He thinks he's a chicken,"" answered the woman.""How long has he been acting like a chicken?""""Three years. We would have come in sooner, but we needed the eggs.""",0.8,Miscellaneous,worry
712,"Attorney to witness: ""And where was the location of the accident?"" Witness: ""Approximately milepost 499."" Attorney: ""And where is milepost 499?"" Witness: ""About halfway between milepost 498 and milepost 500.""",1.0,Miscellaneous,happiness
713,Fellow orders a triple whisky at the bar and stikes up a conversation with the landlord.Fellow: I shouldn't drink this with what I've Got!Landlord: Why what have you got?Fellow: Fifty Pence!,1.0,Miscellaneous,worry
714,What is the difference between a girlfriend and a wife?About .....35 pounds,0.6000000000000001,Miscellaneous,neutral
715,Q: How does a Blonde kill a bird?A: She throws it off a cliff!,0.2,Miscellaneous,surprise
716,"An old Chinese couple is lying in bed late one night. The Old man turns to his wife and says, ""I want 69!""The old women looks confused, and then asks, ""Why you want beef and broccoli now?""",0.2,Miscellaneous,worry
717,Q: How was copper wire invented?A: Two lawyers were arguing over a penny.,0.2,Miscellaneous,surprise
718,Ma and Pa had an awful time getting married.Ma wouldn't marry Pa when he was drunk and Pa wouldn't marry Ma when he was sober.,0.2,Miscellaneous,hate
719,"The plumber presented his customer, a lawyer, with a bill charging rates of $500 an hour. The lawyer was outraged, saying ""I don't even make that kind of money - doesn't that seem a bit steep?"" The plumber replied, ""That's what I thought, when I was a lawyer.""",0.6000000000000001,Money,worry
720,"According to statistics, last year over 17 million American families paid a lot of money for things that looked funny and didn't work. Seven million of these were antiques; the rest were college students.",0.4,Money,surprise
721,"""How can I ever thank you?"" gushed a woman to Clarence Darrow, after he had solved her legal troubles.""My dear woman,"" Darrow replied, ""ever since the Phoenicians invented money there has been only one answer to that question.""",0.4,Money,love
722,"I was attending church as a visitor several weeks ago and heard the following:""I have good news, and I have bad news.First, the bad news: we need a new roof.Next, the good news: we have the money to pay for it!(waits for pleased murmurs to recede)Next, more bad news: the money is still in your pockets.""",0.9,Money,worry
723,"The plumber presented his customer, a lawyer, with a bill charging rates of $500 an hour. The lawyer was outraged, saying ""I don't even make that kind of money - doesn't that seem a bit steep?"" The plumber replied, ""That's what I thought, when I was a lawyer.""",0.8,Money,worry
724,20 Very Short Books,0.9,Music,neutral
725,"A kid is asking questions about many professionals, when they urgently need to go to the rest rooms:",0.228,Music,worry
726,"TOP 10 OLD FOLKS' PARTY GAMES1.Sag, You're It!2.Pin the Toupee on the Bald Guy3.20 Questions Shouted into your Good Ear4.Kick the Bucket5.Red Rover, Red Rover, the Nurse Says Bend Over6.Doc, Doc Goose7.Simon Says Something Incoherent8.Hide and Go Pee9.Spin the Bottle of Mylanta10.Musical Recliners",0.6000000000000001,Music,enthusiasm
727,20 Very Short Books,0.4,Music,neutral
728,"TOP 10 OLD FOLKS' PARTY GAMES1.Sag, You're It!2.Pin the Toupee on the Bald Guy3.20 Questions Shouted into your Good Ear4.Kick the Bucket5.Red Rover, Red Rover, the Nurse Says Bend Over6.Doc, Doc Goose7.Simon Says Something Incoherent8.Hide and Go Pee9.Spin the Bottle of Mylanta10.Musical Recliners",0.534,Music,enthusiasm
729,What does the government have but never uses to make life simple? Their power!,0.75,News / Politics,surprise
730,"At the 1980 Olympics, Brezhnev begins his speech. ""O!"" - applause. ""O!"" - more applause. ""O!"" - yet more applause. ""O!"" - an ovation. ""O!!!"" - the whole audience stands up and applauds. An aide comes running to the podium and whispers, ""Leonid Ilyich, that's the Olympic rings, you don't need to read it!""",0.97485,News / Politics,love
731,"A couple who is having problems in their marriage decide to go on a talk show. The wife complains that her husband does not listen to her and is ungrateful. She blames this on her husband's career. The host asks the man, ""Has being in politics had any affect on your sex life?"" Bill Clinton replies, ""Mine's great, how's yours honey?""",0.4656589929124806,News / Politics,worry
732,"The Supreme Court has ruled that there cannot be a nativity scene in Washington, D.C. this Christmas. This isn't for any religious constitutional reason. They simply have not been able to find three wise men and a virgin in the Nation's capitol. There was, however, no problem finding enough asses to fill the stable.",0.9031,News / Politics,hate
733,"Which three great nations in the world begin with ""U""? - USA, USSR, and our (German:unsere) GDR (USA, UdSSR, Unsere DDR). (A play on the way official discourse often used the phrase ""our GDR"", and also often exaggerated the GDR's world status.)",0.8405042700272984,News / Politics,surprise
734,"Seen on a bumper sticker: ""IF CLINTON IS THE ANSWER, THEN IT MUST BE A STUPID QUESTION."" Seen on another bumper sticker: ""CLINTON HAPPENS.""",0.5014675025447272,News / Politics,surprise
735,"At a party, a man came up to a stranger and asked ""Have you heard the latest Bush joke?"" The man replies, ""I am Bush."" The man said, ""Oh. I'll tell it slowly.""",0.7848574626412242,News / Politics,worry
736,It is amazing how politicians can fit all their good points in a 30 second TV commercial.,0.962025,News / Politics,fun
737,What's the difference between a water bottle and puberty? The water bottle hit Justin Bieber first.,0.6599491193890572,News / Politics,neutral
738,"Beaverton, OR- You must buy a $10 permit to be allowed to install a burglar alarm. Portland, OR- People may not whistle underwater.",0.5710223118052817,News / Politics,worry
739,"California Version The latest telephone poll taken by the California Governor's office asked whether people who live in California think illegal immigration is a serious problem: 29% of respondents answered: ""Yes, it is a serious problem."" 71% of respondents answered: ""No es un problema serio.""",0.4535161206217483,News / Politics,worry
740,"""Comrade Stalin! This man is your exact double!"" / ""Shoot him!"" / ""Maybe we should shave off his moustache?"" / ""Good idea! Shave it off and then shoot him!"". (In another version, Stalin replies shortly Ili tak [lit. or so], meaning ""this way is ok too"", which has become somewhat proverbial).",0.8386,News / Politics,love
741,"The following is a list of the U.S. deaths in certain places. September 11: 2,752 War on Terror: 4,344 We beat ourselves.",0.4757692420104518,News / Politics,worry
742,"Hello, and welcome to the Psychiatric Hotline.If you are obsessive-compulsive, please press 1 repeatedly. If you are co-dependent, please ask someone to press 2. If you have multiple personalities, please press 3, 4, 5 and 6. If you are paranoid-delusional...",0.8592795092063024,News / Politics,sadness
743,"The economy is so bad. . . if the bank returns your check marked ''Insufficient Funds,'' you call them and ask if they meant you or them. The economy is so bad. . . a truckload of Americans was caught sneaking into Mexico.",0.4323617389104329,News / Politics,hate
744,What exactly does the government do? They seem to complicate all the simple things while trying to do the opposite.,0.75,News / Politics,hate
745,"1. Iraqi Head Found With Arms 2. Man Loses Toes in Snow, but Timesheet Submitted 3. Crack found on Governor's Daughter 4. Miners Refuse To Work After Death 5. Eight Arms Found In Octopus",0.4354317542226985,News / Politics,worry
746,"There have been recent terrorist activities in France. Today the had to upgrade their security system from ""Run"" to ""Hide"". If things get any worse they'll have to go to ""Surrender"", and then ""Beg for Mercy"".",0.4755521318655461,News / Politics,hate
747,"Today, due to bad health and without regaining consciousness Konstantin Ustinovich Chernenko took up the duties of Secretary General.",0.5538412693293765,News / Politics,worry
748,"The phone rings, Brezhnev picks up the phone: ""Hello, this is dear Leonid Ilyich..."".",0.84545,News / Politics,love
749,"If ""poly"" means ""many"" and a tic is a bloodsucking creature, than what are politicians?",0.6503997956198873,News / Politics,hate
750,"A west-german boy to a ddr-boy: Why is the banana curved? The ossie replies: Why, is this curved? (old Hungarian joke)",0.6568844513967633,News / Politics,surprise
751,"Will there be KGB in communism? As you know, in communism, the state will be abolished, together with its means of suppression. People will know how to arrest themselves.",0.5752811067015864,News / Politics,hate
752,"1) In Bettendorf, it is illegal for liquor stores to place advertisements for beer outside the store. 2)In Mount Vernon, a person first must obtain written permission from the City Council before throwing bricks into a highway.",0.5163053705944679,News / Politics,hate
753,"Today's school kids are spending less time at recess than their predecessors. Experts say if the trends continues, future Congressmen may not have enough experience goofing off.",0.6560775372781791,News / Politics,worry
754,"When Yeltsin resigned from the Communist Party at the 28th Party Congress, people used to say that ""Yeltsin is out of mind,... honour, and conscience of our epoch"". (A hint at a widespread propaganda slogan: ""Party is Mind, Honour and Conscience of our Epoch"")",0.8831471642339602,News / Politics,hate
