,Joke,category
2608,"Doctor: ""Stop worrying so much. Forget your troubles. Throw yourself into your work."" Patient: ""But, Doc, I mix paint for a living!""",Medical
9867,Doctor: What is it that brought you here? Patient: An ambulance. Why?,Medical
5458,"A blind man walks into a store with his seeing eye dog. All of a sudden, he picks up the leash and begins swinging the dog over his head. The manager runs up to the man and asks, ""What are you doing?!!"" The blind man replies, ""Just looking around.""",Medical
1466,"A dentist, after completing work on a patient, came to him begging. Dentist: Could you help me? Could you give out a few of your loudest, most painful screams? Patient: Why? Doctor, it wasn't all that bad this time. Dentist: There are so many people in the waiting room right now, and I don't want to miss the four o'clock ball game.",Medical
9681,"Doctor, Doctor! I have a virus that makes my left hand constantly butter toast. How can I stop it spreading?",Medical
3308,Why did the chicken pox cross the road? He was afraid if he stayed he would be spotted.,Medical
5518,"A man went into his shrink's office and says, ""Doc, you have got to help me! Every night I keep dreaming that I'm a sports car. ""The other night I dreamed I was a Ferrari. Another night I dreamed I was a BMW. Last night I dreamed I was a Porsche. What does this mean?"" ""Relax,"" says the doctor; ""you're just having an auto-body experience.""",Medical
9742,"A man was having a serious surgical operation. When he woke up, he asked his doctor, ""Did it go well?"" ""It went perfectly."" ""Then why do I have this headache?"" ""Oh, that. Halfway through the operation, we ran out of anesthetic.""",Medical
2892,"Doctor: I regret to tell you that you have a brain tumor. Mr. Bean: Yesss!!! (jumps in joy) Doctor: Did you understand what I just told you? Mr. Bean: Yes of course, do you think I'm dumb? Doctor: Then why are you so happy? Mr. Bean: Because that proves that I have a brain!",Medical
4137,"There have been recent terrorist activities in France. Today the had to upgrade their security system from ""Run"" to ""Hide"". If things get any worse they'll have to go to ""Surrender"", and then ""Beg for Mercy"".",News / Politics
9641,Is it true that the Soviet Union is the most progressive country in the world? Of course! The life was already better yesterday than it's going to be tomorrow!,News / Politics
9784,Is anybody STILL ALIVE ON WOCKA?????? I KNOW THIS ISNT A JOKE BUT THIS WAY THE ONLY WAY TO GET YOUR ATTENTION! HELLOOOO.... WAS THAT AN ECHO ECHO ECHO?,News / Politics
5356,"At last. A bumper sticker for both parties. FINALLY, Someone has come out with a 100% bipartisan political bumper sticker. This hot selling bumper sticker comes from the great state of New York! ""RUN HILLARY RUN"" Democrats put it on the rear bumper. Republicans put it on the front bumper.",News / Politics
9635,"-How do you deal with mice in the Kremlin? -Put up a sign saying ""collective farm"". Then half the mice will starve and the others will run away.",News / Politics
724,"Bill and Hillary are at the first baseball game of the season. The umpire walks up to the VIP section and yells something, suddenly Clinton grabs Hillary by the collar and throws her over the side and onto the field. The stunned umpired shouts. ""No, Mr. President! I said, 'Throw the first PITCH!'""",News / Politics
1946,What exactly does the government do? They seem to complicate all the simple things while trying to do the opposite.,News / Politics
9652,"The phone rings, Brezhnev picks up the phone: ""Hello, this is dear Leonid Ilyich..."".",News / Politics
9620,"In America, you can always find a party. In Russia, the Party finds you. In America, you listen to man on radio. In Soviet Russia, man on radio listen to you. In America, you watch television. In Soviet Russia, television watches you.",News / Politics
9456,"Which three great nations in the world begin with ""U""? - USA, USSR, and our (German:unsere) GDR (USA, UdSSR, Unsere DDR). (A play on the way official discourse often used the phrase ""our GDR"", and also often exaggerated the GDR's world status.)",News / Politics
9633,"One old bolshevik says to another: ""No my friend, we will not live long enough to see communism, but our children... poor children.""",News / Politics
5432,What happens when you give a politician viagra? He gets taller.,News / Politics
9627,"The principle of socialist economy of the period of transition to communism: the authorities pretend they are paying wages, workers pretend they are working. Alternately, ""So long as the bosses pretend to pay us, we will pretend to work."" This joke persisted essentially unchanged through the 1980s.",News / Politics
8449,"""Michael Vick shouldn't go to jail for dog fighting."" ""Why? It's a crime."" ""Well, it's one thing to fight your friends or someone at a bar, but it's your dog. You should be able to fight him if he gets in your face."" ""What?""",News / Politics
9632,"The winter's passed, The summer's here. For this we thank Our party dear!",News / Politics
9603,Hw does Battery reproduce? Bi pluging it into Boodler's Giant ass!,News / Politics
8015,Why don't politicians ever consider being gynocologists? They would have to deal with too much Bush every day!,News / Politics
9625,"A judge walks out of his chambers laughing his head off. A colleague approaches him and asks why he is laughing. ""I just heard the funniest joke in the world!"" ""Well, go ahead, tell me!"" says the other judge. ""I can't - I just gave a guy ten years for it!""",News / Politics
6778,"When is a pencil not a pencil? When it's on a Pentagon shopping list - then it's a ""portable hand-held communications inscriber"", says a Republican senator.",News / Politics
9703,"It was really hot last summer. In fact, it was so hot I saw a republican with his head out of his ass.",News / Politics
7682,"1) In Bettendorf, it is illegal for liquor stores to place advertisements for beer outside the store. 2)In Mount Vernon, a person first must obtain written permission from the City Council before throwing bricks into a highway.",News / Politics
9660,"Q: What is more useful â newspapers or television? A: Newspapers, of course. You cannot wrap herring in a TV.",News / Politics
9459,"Honecker meets Mao and asks him: ""How many political opponents do you have in China?"" Mao: ""I estimate about 17 million."" Honecker: ""Oh, that's pretty much the same here."" (The GDR had 17 million inhabitants)",News / Politics
6720,George W. Bush.... that's it,News / Politics
6243,"1. Wake up and stumble in the room 40 minutes late. 2. Blame all of the problems in America on 9/11 and Iraq. 3. Pronounce ""nuclear"" right. 4. Publish my dog's sequel. 5. Show off my awesome golf shot. Hey, I counted to five!",News / Politics
9875,The European union has decided the only way to avoid Greece defaulting on its debts is to replace the government and civil service with 300 Spartans !,News / Politics
9662,"""My wife has been going to cooking school for three years."" / ""She must really cook well by now!"" / ""No, they've only reached the part about the Twentieth CPSU Congress so far.""",News / Politics
9657,In a restaurant: â Why are the meatballs of cubic shape? â Perestroika! (restructuring) â Why are they undercooked? â Uskoreniye! (acceleration) â Why are they bitten? â Gospriyomka (state approval) â Why are you telling me all this so brazenly? â Glasnost! (openness),News / Politics
9649,"""Leonid Ilyich is in surgery."" / ""Heart again?"" / ""No, chest expansion surgery: to fit one more Gold Star medal.""",News / Politics
5946,"Many of the trees and rainforests are being cut down. So in effort the B.H.O.A. made a slogan, Save a tree Burn a bush Bush as in former president",News / Politics
9621,"A man was reported to have said: ""Nikolay is a moron!"" and was arrested by the policeman. ""No, sir, I meant not our respected Emperor, but another Nikolay!"" - ""Don't try to trick me: if you say ""moron"", you obviously refer to our tsar"".",News / Politics
5851,Buck Fush,News / Politics
7747,"Hello, and welcome to the Psychiatric Hotline.If you are obsessive-compulsive, please press 1 repeatedly. If you are co-dependent, please ask someone to press 2. If you have multiple personalities, please press 3, 4, 5 and 6. If you are paranoid-delusional...",News / Politics
9624,"A respected merchant Sevenassov wants to change his surname and asks the Tsar for permission. The Emperor writes his resolution: ""Allowed to deduct two asses down"".",News / Politics
9149,"A couple who is having problems in their marriage decide to go on a talk show. The wife complains that her husband does not listen to her and is ungrateful. She blames this on her husband's career. The host asks the man, ""Has being in politics had any affect on your sex life?"" Bill Clinton replies, ""Mine's great, how's yours honey?""",News / Politics
3660,What do you get when you cross a chicken with a monkey? George W. Bush,News / Politics
9643,To sum up the Russians' experience with political leaders thus far: Lenin showed how a country can be ruled; Stalin showed how a country should be ruled; Khrushchev showed that a moron can rule a country; Brezhnev showed that not just any moron can rule a country.,News / Politics
6168,Why aren't dogs allowed in the White House? They might pee on the Bush!,News / Politics
7343,"In Clinton, Alabama, it is illegal to molest your automobile. Now how would you go about doing that? And how would your automobile testify against you?",News / Politics
3163,"President Bush looks up from his desk in the Oval Office to see one of his aides nervously approaching him. ""What is it now?"" sighs the president. ""It's this abortion bill,"" replies the aide. ""What do you want to do about it?"" ""Go ahead and pay it,"" says the president.",News / Politics
7373,"A few decades from now, George Bush will die (everyone dies eventually). He goes up to Heaven where he sees a bunch of clocks, and he asks God what the clocks do. ""These clocks go forward one minute each time the person tells a lie."" Bush looks for his clock. ""Where's mine?"" ""Oh, that one? I use that as a ceiling fan."" ""WHAT?""",News / Politics
5686,It is amazing how politicians can fit all their good points in a 30 second TV commercial.,News / Politics
87,"Dick Cheney walks into the Oval Office and sees The President whooping and hollering. ""What's the matter, Mr. President?"" the Vice President inquired. ""Nothing at all, boss. I just done finished a jigsaw puzzle in record time!"" the President beamed. ""How long did it take you?"" ""Well, the box said '3 to 5 Years' but I did it in a month!""",News / Politics
3877,"Reporters asked Dan Quayle what he thought of Roe v. Wade? His response: ""Two alternate ways to cross the Potomac.""",News / Politics
6709,"Presidents on a sinking ship! Ford says: ""What do we do?"" Bush says: ""Man the lifeboats!"" Reagan says: ""What lifeboats?"" Carter says: ""Women first!"" Nixon says: ""Screw the women!"" Clinton says: ""You think we have time?""",News / Politics
9348,"The following is a list of the U.S. deaths in certain places. September 11: 2,752 War on Terror: 4,344 We beat ourselves.",News / Politics
9847,"The armies of the opposition have neared Washington, Paris and London. The governments of US, France and London did nothing about it. 'Sorry! We need to bomb (long list of African and Middle East countries) first.'",News / Politics
9546,"Q: Rabinovich, what is a fortune? A: A fortune is to live in our Socialist motherland. Q: And what's a misfortune? A: A misfortune is to have such a fortune.",News / Politics
9630,"What a coincidence: ""Brezhnev died, but his body lives on.""",News / Politics
9651,"""Leonid Ilyich!..."" / ""Come on, no formalities among comrades. Just call me 'Ilyich' "".",News / Politics
7105,"1. Iraqi Head Found With Arms 2. Man Loses Toes in Snow, but Timesheet Submitted 3. Crack found on Governor's Daughter 4. Miners Refuse To Work After Death 5. Eight Arms Found In Octopus",News / Politics
7819,"Four teenagers were arrested in the parking lot of a large mall in Lakeland, Fla. just before Christmas. In an attempt to steal an automobile at random, they tried to break into a police van containing three officers on a stakeout.",News / Politics
9737,"Did you hear the one about when the Great Recession began? The President appointed a cat to chair the Federal Reserve. Do you know why? Because when a cat falls, it always lands on its feet.",News / Politics
4316,Did you know that the goverment finds Native American chiefs more important than presidents? The new head on Mt. Rushmore is at least twice the size of the others. It's the head of an Indian!,News / Politics
3861,"Did you hear that in response to President Bill Clinton's habit of dropping in on the local McDonalds, the McDonald's national management has announced a commemorative double cheeseburger, the McClinton? Of course, when you get it, the price has doubled, you never get the fries you were originally promised, and it's got half the meat.",News / Politics
8917,"Asked by his teacher to compare three presidents Johnny thought for a moment and said: ""Well, George Washington couldn't tell a lie. Richard Nixon couldn't tell the truth. And George W. Bush can't tell the difference.""",News / Politics
9650,"At the 1980 Olympics, Brezhnev begins his speech. ""O!"" - applause. ""O!"" - more applause. ""O!"" - yet more applause. ""O!"" - an ovation. ""O!!!"" - the whole audience stands up and applauds. An aide comes running to the podium and whispers, ""Leonid Ilyich, that's the Olympic rings, you don't need to read it!""",News / Politics
9458,"The teacher asks: ""Fritzchen, why are you always speaking of our Soviet brothers? It's 'Soviet friends'."" Fritz responds: ""Well, you can pick your friends.""",News / Politics
9646,"""Comrade Stalin! This man is your exact double!"" / ""Shoot him!"" / ""Maybe we should shave off his moustache?"" / ""Good idea! Shave it off and then shoot him!"". (In another version, Stalin replies shortly Ili tak [lit. or so], meaning ""this way is ok too"", which has become somewhat proverbial).",News / Politics
9636,"Abramovich was sentenced to 5 years, served 10, then fortunately was paroled before he served the rest of his sentence.",News / Politics
1522,Why did President George W. Bush go into a gorilla's nest in the jungle? To be with his family!,News / Politics
7815,"A man is sitting on a bench in the park reading a newspaper. Suddenly he throws the paper onto the ground and yells, ""All politicians are assholes."" A man sitting next to him in a finely pressed suit says, ""I take offense to that!"" The pissed-off guy asks him, ""Why? Are you a politician?"" ""No,"" he replies, ""I'm an asshole.""",News / Politics
7733,The GOP Congress will re-introduce drilling for oil in the Arctic. Republicans say the environmental effect is minimal; a study shows caribou do not make campaign contributions.,News / Politics
5276,"What did Dick Cheney say before he shot his hunting companion? Ready, Fire, Aim!",News / Politics
1892,"Late one night in the Washington D.C., a mugger wearing a ski mask jumped into the path of a well-dressed man and stuck a gun in his ribs. ""Give me your money!"" he demanded. Indignant, the affluent man replied, ""You can't do this - I'm a US Congressman!"" ""In that case,"" replied the robber, ""give me MY money!""",News / Politics
4460,"If ""poly"" means ""many"" and a tic is a bloodsucking creature, than what are politicians?",News / Politics
8656,"Seen on a bumper sticker: ""IF CLINTON IS THE ANSWER, THEN IT MUST BE A STUPID QUESTION."" Seen on another bumper sticker: ""CLINTON HAPPENS.""",News / Politics
9639,"""Comrade Brezhnev, is it true that you collect political jokes?"" â ""Yes"" â ""And how many have you collected so far?"" â ""Three and a half labor camps.""",News / Politics
822,This is off a Coast Guard bumper sticker: Support Search and Rescue: GET LOST!,News / Politics
9255,"They had quite a scare in Washington, DC, today. Apparently, President Obama was meeting with some potential cabinet nominees and someone noticed a suspicious looking document on the table that no one had ever seen before. Turns out it was just a tax form, but it gave them quite a fright. - Jay Leno",News / Politics
4364,"A brother and sister are in a terrible car accident and the brother is badly injured. At the hospital the doctor tells the sister, ""His brain is dead, but his pulse is still beating."" The sister replies, ""Oh no! We've never had a Democrat in the family before!""",News / Politics
9469,"What was the most-frequently used word at the German-German border? ""Goose meat"". (GÃ¤nsefleisch, sounds like the first three words in Genn' se vleisch mal 'n Gofferraum offmachn? in the Saxon accent, KÃ¶nnen Sie vielleicht mal den Kofferraum aufmachen? in standard German, which means Could you please open the trunk? )",News / Politics
9347,what George W. bush thinks during his cabinet meetings. Hmmm...what does the w stand for? Wait... there isn't even a cabinet in here!,News / Politics
9454,"In the GDR, at traffic hubs and in front of supermarkets there are ""banana machines"". You stick a banana in and five Ostmarks come out!",News / Politics
5480,"Q: Why were the British fighting us in the war of 1812? A: Because they were done beating up the French, and they needed someone new to pick on.",News / Politics
9223,. . . they only tell who's left.,News / Politics
2016,What does the government have but never uses to make life simple? Their power!,News / Politics
4863,"Mrs. Colter was explaining that there were rules for voting in the United States. ""You have to be at least eighteen, you have to be a citizen, and-"" John blurts out, ""And you can't vote for democrats!""* * All credit for this goes to John Rieger, who wouldn't shut up during sixth period.",News / Politics
7678,"Does anyone know why I have nightmares? Because the last man that had a ""dream"" got shot.",News / Politics
9399,"Apparently, a Polish driver living in southern Ireland by the name of Prawo Jazdy had racked up dozens of speeding tickets and parking fines - but with a different address on each occasion. Eventually, the Garda discovered that Prawo Jazdy is Polish for 'driving licence'. . .",News / Politics
9749,What's the difference between a water bottle and puberty? The water bottle hit Justin Bieber first.,News / Politics
9667,"Stalin's ghost appears to Putin in a dream, and Putin asks for his help running the country. Stalin says, ""Round up and shoot all the democrats, and then paint the inside of the Kremlin blue."" ""Why blue?"" Putin asks. ""Ha!"" says Stalin. ""I knew you wouldn't ask me about the first part.""",News / Politics
9581,"The Armenian Radio was asked: ""Is it possible to enjoy life to the fullest in the Soviet Union?"" The Armenian Radio answers: ""Yes, if you like crowded trains.""",News / Politics
9282,"It was often said that if an African American was ever voted in to be the President of the United States, that would be the the day that pigs fly. 100 days after President Barack Obama is in office, swine flu.",News / Politics
9654,"""Comrade Andropov is the most turned on man in Moscow!"" ""Comrade Andropov is sure to light up any discussion!"" ""Why did Brezhnev go abroad, and Andropov did not? Because Brezhnev ran on batteries, but Andropov needed an outlet."" (Reference to Brezhnev's pacemaker and Andropov's dialysis machine).",News / Politics
4359,Politians are like constipated people-they're full of shit.,News / Politics
3159,"At a party, a man came up to a stranger and asked ""Have you heard the latest Bush joke?"" The man replies, ""I am Bush."" The man said, ""Oh. I'll tell it slowly.""",News / Politics
3506,"Rising gas prices have caused the following event: The wife comes home and says, ""It's been a tough week. I want you to take me someplace expensive tonight."" The husband promptly takes her to the nearest Gas Station.",News / Politics
8775,There once was a President who had a law that evryone had to laugh once a hour or they spent an hour in jail.,News / Politics
3072,"They keep talking about drafting a Constitution for Iraq. Why don't we just give them ours? It was written by a lot of really smart guys, it's worked for over 200 years and we're not using it anymore.",News / Politics
8915,The discovery that Bush's resting heart rate is 43 has led some observers to speculate that this is the first time we've had a president with a heart rate that matches his IQ.,News / Politics
5471,"Today, if you meet someone from France, they will say, ""Bonjour, Je suis de la France."" This is what they would say if America knew France wasn't going to pay us back for helping them. ""Hallo, bin ich von Frankreich.""",News / Politics
9452,How can you use a banana as a compass? Place a banana on the Berlin Wall. East is where a bite has been taken out of it.,News / Politics
6198,A merger has been announced between the California Highway Patrol (CHiPs) and the California Fish and Game Department. It will be called Fish and Chips.,News / Politics
6798,"Dick Cheney had a problem. He was been sued for 200 million dollars. He asks everybody in the West Wing for advice. However, only President Bush has any good advice: "" Why don't you take them hunting?""",News / Politics
4899,To save a tree remove a Bush.,News / Politics
8284,"President Bush toured parts of Missouri that were devastated by a recent tornado. There was one awkward moment, when the President looked at the tornado damage and said, ""Don't worry, we're going to get whoever did this.""",News / Politics
9634,"Will there be KGB in communism? As you know, in communism, the state will be abolished, together with its means of suppression. People will know how to arrest themselves.",News / Politics
8762,"California Version The latest telephone poll taken by the California Governor's office asked whether people who live in California think illegal immigration is a serious problem: 29% of respondents answered: ""Yes, it is a serious problem."" 71% of respondents answered: ""No es un problema serio.""",News / Politics
2218,"The Supreme Court has ruled that there cannot be a nativity scene in Washington, D.C. this Christmas. This isn't for any religious constitutional reason. They simply have not been able to find three wise men and a virgin in the Nation's capitol. There was, however, no problem finding enough asses to fill the stable.",News / Politics
9896,"Today's school kids are spending less time at recess than their predecessors. Experts say if the trends continues, future Congressmen may not have enough experience goofing off.",News / Politics
9628,"Lenin died, but his cause lives on!",News / Politics
9455,"A west-german boy to a ddr-boy: Why is the banana curved? The ossie replies: Why, is this curved? (old Hungarian joke)",News / Politics
3804,Politics - A strife of interests masquerading as a contest of principles. The conduct of public affairs for private advantage,News / Politics
5204,What is Bill's definition of safe sex? When Hillary is out of town.,News / Politics
9638,"Armenian Radio was asked: ""Is it true that conditions in our labor camps are excellent?"" Armenian Radio answers: ""It is true. Five years ago a listener of ours raised the same question and was sent to one, reportedly to investigate the issue. He hasn't returned yet; we are told he liked it there.""",News / Politics
9556,"The economy is so bad. . . if the bank returns your check marked ''Insufficient Funds,'' you call them and ask if they meant you or them. The economy is so bad. . . a truckload of Americans was caught sneaking into Mexico.",News / Politics
9666,"âHave you heard, Putin ordered the government to arrest the inflation. âWell, not exactly, he ordered to have it arrested...and jailed.",News / Politics
9648,"Why was Khrushchev deseated? Because of the Seven ""C""s: Cult of personality, Communism, China, Cuban Crisis, Corn, and Cuzka's mother.",News / Politics
8763,2. Australia Version A recent survey in Australia asked the following question: Are there too many foreigners in this country now? Answer: 18% said: YES 82% said: ÙØ¹ÙØ¯ Ø§ÙØ£ÙÙ Ø§ÙØ¹Ø§ÙÙÙ Ø¨ÙØ§! Ø´Ù,News / Politics
7837,"Rhett Jacobs, Democratic candidate for the South Carolina House and a man who listed ""education"" as his top priority, submitted a required campaign disclosure form in October, handwritten, on which he detailed expenses for ""filling fee,"" ""campain work"" and ""litature.""",News / Politics
9460,"The teacher asks: ""Fritzchen, what is the difference between capitalism and socialism?"" Fritz replies: ""Capitalism is the exploitation of man by man. Under socialism, it is the other way around.""",News / Politics
7775,This last weekend I was reminded at the pace we are converting to metric. I was on I-75 in Ohio when I saw a sign that said: All signs metric - Next 20 miles.,News / Politics
9653,"""Have you heard it? Brezhnev died!"" / ""What happened, heart attack?"" / ""No, short-circuit of eyebrows.""",News / Politics
2148,"A little girl asked her father, ""Daddy? Do all fairy tales begin with 'Once Upon A Time'?"" He replied, ""No, there is a whole series of fairy tales that begin with 'If elected, I promise'.""",News / Politics
9661,"Five precepts of the Soviet intelligentsia (intellectuals): Do not think. If you think â do not speak. If you think and speak â do not write. If you think, speak and write â do not sign. If you think, speak, write and sign â don't be surprised.",News / Politics
6158,"Every village has its idiot. Somewhere in Texas, a village is missing theirs.",News / Politics
8939,"A man is bitten by a rabid dog he found wandering in his yard. Frantically, he rushes his computer and begins typing something. His neighbor walks in, and mentions to him that he need not worry, there is a cure for rabies. He replies, ""I know that; I'm finding where George Bush is right now!""",News / Politics
9461,"""The fact that the GDR considers itself as one of the 5 technologically most advanced power of the nations may be be given to the fact that there are only 5 fingers on a hand. "" University lecture in Hungary in the 70s",News / Politics
9665,"When Yeltsin resigned from the Communist Party at the 28th Party Congress, people used to say that ""Yeltsin is out of mind,... honour, and conscience of our epoch"". (A hint at a widespread propaganda slogan: ""Party is Mind, Honour and Conscience of our Epoch"")",News / Politics
7379,"Beaverton, OR- You must buy a $10 permit to be allowed to install a burglar alarm. Portland, OR- People may not whistle underwater.",News / Politics
9583,"The Armenian Radio was asked: ""Is it true that in Moscow, Mercedes cars are being given to citizens?"" The Armenian Radio answers: ""Yes, but it is not Moscow but Leningrad, not Mercedes but Ladas, and not given to but stolen from.""",News / Politics
9655,"""What is the main difference of succession under tsarist regime and under socialism?"" ""Under tsarist regime the power transferred from father to a son, and under socialism - from one grandfather to another.""",News / Politics
6402,"Got to Get You Into My Sights I Put a Shell in You You've Shot a Friend Huntin', Shootin', Drinkin' Dude Looked Like a Birdie",News / Politics
9656,"Today, due to bad health and without regaining consciousness Konstantin Ustinovich Chernenko took up the duties of Secretary General.",News / Politics
5285,George Bush to friend: Sorry I forgot your birthday. Dick Cheney forgot to put it on my to-do list.,News / Politics
2495,"I saw a woman wearing a sweatshirt with ""Guess"" on it. So I said ""Implants?"" She hit me.",One Liners
7757,"If flattery gets you nowhere, try bribery.",One Liners
542,"""All my life I wanted to be someone; I guess I should have been more specific."" -Jane Wagner",One Liners
3671,"What kind of sign does a prostitute hang on her door when she goes on vacation? ""GO SCREW YOURSELF!""",One Liners
2738,"""God give me patience....And make it quick!""",One Liners
4246,Why did the squirrel go to the acorn shop? He broke his nuts on something!,One Liners
4256,Where does a Dog go when he loses his tail? Answer: A retailer,One Liners
5795,"I am sure everyone has heard the saying ""If it ain't broke, don't fix it."" Well, I have improved on this saying so that it applies to my life, and here it is. ""If it ain't broke, it ain't ours!""",One Liners
3144,Q: How many people does it take to change a lightbulb? A: Depends on how many lightbulbs need changing.,One Liners
9431,What a bullfighter tries to do. (avoid-a-bull),One Liners
1549,What do you call happiness? Seeing your mother-in-law's photo on the back of a milk carton!,One Liners
1865,Two white horses fell in the mud and three came out.,One Liners
72,Never play leapfrog with a unicorn.,One Liners
3689,"What are the first 4 words in the Mexican National Anthem? ""Attention all K-Mart shoppers""",One Liners
7756,"If an item is advertised as ""under $50"", you can bet it's not $19.95.",One Liners
4547,"My goal is to find a soulmate. It's not cheating, just multi-tasking.",One Liners
1875,What kind of soup weighs 1000 pounds? Won ton soup!,One Liners
4601,"Famous last words: ""Ok, I'm only going to have one..."" -- Said the polygamist right after marrying his first wife.",One Liners
2501,I don't approve of political jokes. I've seen too many of them get elected.,One Liners
4045,When I die I want to go peacefully - like my grandfather did - in his sleep. Not screaming like the passengers in his car.,One Liners
2508,Snowmen fall from Heaven unassembled.,One Liners
207,"Silence is golden, because you never have to explain something you didn't say.",One Liners
2222,What's the best form of birth control after 50? Nudity.,One Liners
3887,"What did the tornado say to the pecan tree? ""Hold onto your nuts, this is not your average blow job!"" What has four hands and eats aunts? Two uncles. What do you get when you cross an onion with a donkey? Usually an onion with long ears, but sometime you get a piece of ass that will make your eyes water.",One Liners
2604,"Waitress: ""Would you like your coffee black?"" Customer: ""What other colors do you have?""",One Liners
2430,Health is merely the slowest possible rate at which one can die.,One Liners
9449,What trees do in Spring. (re-leaf),One Liners
5573,Boy: Is your dad a baker? Girl: No. Why? Boy: Cause you're a cutie pie!!,One Liners
3717,In any organization there is one person who knows what is going on. That person must be fired.,One Liners
7659,A teacher is telling her class she has two words that will not be allowed to use. Teacher: There are two words which I will never let you use. One is gross and the other is cool. Student: So what are the words?,One Liners
2224,What's the difference between a boyfriend and a husband? 45 minutes.,One Liners
239,"It is said that ""it is always in the last place you look"" Well of course! Are there some people out there who keep looking after they find it?",One Liners
6537,Send private messages to your friends.,One Liners
2757,Where do fish keep their life savings? At the river bank!,One Liners
5517,How can you tell the difference between a violin and a fiddle? Look at the audience!,One Liners
1310,"IRS... we've got what it takes, to take what you've got",One Liners
3394,"For all of you who say I need anger management... Just to let you know, if I could control my anger, I'd destroy you with it!",One Liners
2412,Be a good housekeeper. When you leave him ... get a good lawyer ...keep his house,One Liners
2628,"Reporters interviewing a 104 year-old woman: ""And what do you think is the best thing about being 104?"" the reporter asked. She simply replied, ""No peer pressure.""",One Liners
2868,"Why do seagulls fly over the sea? Because if they flew over the bay, they'd be called bagels!",One Liners
3568,It's only funny until someone gets hurt... Then it's hilarious!,One Liners
2589,Sex is like air. It's not important... unless you aren't getting any.,One Liners
6178,A calendar â something that goes in one year and out the other.,One Liners
2539,I'm so depressed. My doctor refused to write me a prescription for Viagra. He said it would be like putting a new flagpole on a condemned building.,One Liners
4699,Q. How do you keep an idiot busy? A. Tell him that the ground is going to fall on him if he doesn't get off it.,One Liners
2817,Q. Why do women prefer old gynecologists? A. They have shaky hands!,One Liners
6772,"If you tell the truth, you don't have to remember everything.",One Liners
3600,"I work at Bed, Bath and Beyond in the 'Beyond' dept.",One Liners
7034,"I went to get some paper from the stationery store, but it had moved.",One Liners
8227,Don't argue with an idiot. He may be doing the same thing.,One Liners
1566,Q. Why do husbands die before their wives ? A. They want to,One Liners
9794,The only person in our town who can afford to go on a jaguar is a zoo-keeper.,One Liners
1314,I don't suffer from insanity... I enjoy every minute of it.,One Liners
1191,"""He who laughs last, thinks slowest.""",One Liners
1787,Why was the broom tired? It over swept.,One Liners
2629,The nice thing about being senile is you can hide your own Easter eggs.,One Liners
5105,"If you love someone, set them free. If they come back, set them on fire.",One Liners
4287,"What did the ocean say to the beach? Nothing, it just waved",One Liners
4081,"What's the difference between a duck and a spider? A duck has a web in its feet, a spider has its feet in a web!",One Liners
686,I recently went to my 30th class reunion from nursery school. I didn't want to go because I've put on maybe 90 or 100 pounds since then.,One Liners
4125,Q. What do me and a mirror have in common? A. When we see your face we both crack up!,One Liners
2411,Whatever hits the fan will not be evenly distributed.,One Liners
9576,If all those sweet young things were laid end to end â I wouldn't be a bit surprised.,One Liners
7799,One of the greatest labor-saving inventions today is tomorrow.,One Liners
820,"Famous Last Words ""Oh come on, nobody's died from this in years."" ""I saw it on Jackass last night."" ""My dad did it when he was a kid."" ""Yes, I'm sure that the power is off."" ""It'll only hurt for a couple of days."" ""See, I'm not afraid of heights.""",One Liners
9952,One day I was standing in the park wondering how frisbees get bigger when they get closer. Then it hit me.,One Liners
1320,Nothing is fool proof to a sufficiently talented fool.,One Liners
2506,Isn't having a smoking section in a restaurant like having a peeing section in a swimming pool?,One Liners
7237,"China has a population of a billion people. One billion. That means even if you're a one in a million kind of guy, there are still a thousand others exactly like you.",One Liners
15,Do infants enjoy infancy as much as adults enjoy adultery?,One Liners
2594,Don't worry; it only seems kinky the first time.,One Liners
6251,Did you know that 61.8 percent of all statistics are made up on the spot?,One Liners
2550,Flashlights are tubular metal containers kept in a flight bag for the purpose of storing dead batteries.,One Liners
1565,Q. How is a woman like a laxative ? A. They both irritate the shit out of you.,One Liners
8281,"Just when you get really good at something, you don't need to do it any more.",One Liners
4734,"Q: What do mice say when they see the moon?? A: ""Ooh, Cheese!""",One Liners
8247,"When a man wants to believe something, it doesn't take much to convince him.",One Liners
2650,Fighting for peace is like screwing for virginity.,One Liners
8292,A person soon learns how little he knows when a child begins to ask questions.,One Liners
3177,"Atlas is the biggest thief in history, because he held up the whole world.",One Liners
6988,The bumper sticker of a proud parent read: MY SON WAS INMATE OF THE MONTH,One Liners
5986,How can you tell if a mathematician is an extrovert? He looks at *your* shoes when he talks to you.,One Liners
1656,Q: What do you get when a rooster crosses a duck? A: A bird that gets up at the quack of dawn!,One Liners
5268,What's the best way to talk to a shark? Long distance!,One Liners
1317,"DARE, to keep cops off donuts",One Liners
9757,Yo momma's like Geico: so easy a caveman could do it.,One Liners
6735,Junk- something you keep for years and throw away three weeks before you need it.,One Liners
2507,Why is it that most nudists are people you don't want to see naked?,One Liners
930,What do you call an Irishman sitting in your backyard? Paddy O'Furniture,One Liners
697,They say one way to build character is to do things you don't want to do. Every day I do two things I don't want to do: I get out of bed in the morning and go to bed at night!,One Liners
2511,"Not only am I redundant and superfluous, but I also tend to use more words than necessary.",One Liners
